12/03/2020, 16:50:48	12/03/2020, 19:20:47	BusinessJournal	Businesses 'just trying to close the books on 2020' as bankruptcy boom looms	https://www.bizjournals.com/pittsburgh/news/2020/12/03/bankruptcy-boom-looms.html?ana=brss_1028	Big 3Q increase of sole proprietors filing for bankruptcy in Pittsburgh region.	(Bankruptcy)	Not Computed	('2020', 'DATE')	-
12/03/2020, 16:50:48	12/03/2020, 16:32:30	BusinessJournal	Exterro buys AccessData, eyes 2021 for IPO	https://www.bizjournals.com/portland/news/2020/12/03/exterro-buys-accessdata-eyes-2021-for-ipo.html?ana=brss_1028	Terms of the acquisition were not disclosed, but it is reported to be nine figures. As a result, Exterro will have 500 global employees and 3,000 customers.	(M&A /IPOs)	Not Computed	('Exterro', 'ORG')('AccessData', 'ORG')('2021', 'CARDINAL')	-
12/03/2020, 16:50:48	12/03/2020, 13:16:35	BusinessJournal	3M will cut 2,900 jobs in restructuring	https://www.bizjournals.com/twincities/news/2020/12/03/3m-will-cut-2-900-jobs-restructuring.html?ana=brss_1028	3M Co. said Thursday it planned to cut 2,900 positions, the latest step by the manufacturer to trim costs as it adjusts to the upheaval brought on by the Covid-19 pandemic.	(Bankruptcy)	Not Computed	('3', 'CARDINAL')('2,900', 'CARDINAL')	-
12/03/2020, 16:50:48	12/03/2020, 13:08:02	BusinessJournal	The week in bankruptcies: Durham boutique goes for Chapter 7	https://www.bizjournals.com/triangle/news/2020/12/03/durham-boutique-retailer-files-bankruptcy.html?ana=brss_1028	A resale boutique in Durham has filed for bankruptcy.	(Bankruptcy)	Not Computed	('The week', 'DATE')('Durham boutique', 'PERSON')('Chapter 7', 'LAW')	-
12/03/2020, 16:50:48	12/03/2020, 13:00:28	BusinessJournal	Men's Wearhouse parent Tailored Brands emerges from bankruptcy as private co.	https://www.bizjournals.com/houston/news/2020/12/03/tailored-brands-emerges-from-bankruptcy.html?ana=brss_1028	Tailored Brands is now a private company, and it filed a Form 15 with the U.S. Securities and Exchange Commission deregistering its common stock on Dec. 1.	(Bankruptcy)	Not Computed	("Men's Wearhouse", 'ORG')('Tailored Brands', 'PERSON')	-
12/03/2020, 16:50:48	12/03/2020, 12:40:49	BusinessJournal	The week in bankruptcies: A Baltimore trucking company	https://www.bizjournals.com/baltimore/news/2020/12/03/the-week-in-bankruptcies-riley-bulk-transport.html?ana=brss_1028	For the year, Baltimore has recorded 53 business bankruptcy filings.	(Bankruptcy)	Not Computed	('The week', 'DATE')('Baltimore', 'GPE')	-
12/03/2020, 16:50:48	12/03/2020, 11:57:33	BusinessJournal	The week in bankruptcies: National Roofing & Restoration LLC	https://www.bizjournals.com/nashville/news/2020/12/03/the-week-in-bankruptcies-national-roofing-restoration-llc.html?ana=brss_1028	This week in Nashville business bankruptcies includes National Roofing & Restoration LLC. For the year, Nashville has recorded 56 business bankruptcy filings.	(Bankruptcy)	Not Computed	('The week', 'DATE')('National Roofing & Restoration', 'ORG')	-
12/03/2020, 16:50:48	12/02/2020, 22:28:38	BusinessJournal	Denver oil company restructures, Oklahoma assets being merged with Houston company	https://www.bizjournals.com/denver/news/2020/12/02/fourpoint-energy-maverick-resources-restructuring.html?ana=brss_1028	The company surrenders its operating Anadarko Basin assets; here's what it's keeping.	(M&A /Bankruptcy)	Not Computed	('Denver', 'GPE')('Oklahoma', 'GPE')('Houston', 'GPE')	-
12/03/2020, 16:50:48	12/02/2020, 22:00:00	BusinessJournal	Five Golden Corrals in Central Florida to be closed or sold amid Ch. 11 bankruptcy reorganization	https://www.bizjournals.com/orlando/news/2020/12/02/golden-corral.html?ana=brss_1028	"These are phenomenal locations," expert said.	(Bankruptcy)	Not Computed	('Five', 'CARDINAL')('Golden Corrals', 'ORG')('Florida', 'GPE')('11', 'CARDINAL')	-
12/03/2020, 16:50:48	12/02/2020, 20:55:25	BusinessJournal	Seadrill Partners files for bankruptcy protection in Houston with $3B in debt	https://www.bizjournals.com/houston/news/2020/12/02/seadrill-partners-bankruptcy.html?ana=brss_1028	Seadrill Partners is an affiliate of London-based offshore driller Seadrill Ltd., which is not part of this bankruptcy. However, Seadrill Ltd. emerged from its own multibillion-dollar bankruptcy in July 2018.	(Bankruptcy)	Not Computed	('Seadrill Partners', 'ORG')('Houston', 'GPE')('3B', 'MONEY')	-
12/03/2020, 16:50:48	12/02/2020, 18:48:22	BusinessJournal	Airbnb seeks up to $2.8 billion in IPO	https://www.bizjournals.com/sanjose/news/2020/12/02/airbnb-seeks-up-to-2-8-billion-in-ipo.html?ana=brss_1028	The mega-unicorn, however, is also facing a steep drop in revenue amid Covid-19 and losses that have more than doubled in the first nine months this year.	(IPOs)	Not Computed	('Airbnb', 'GPE')('up to $2.8 billion', 'MONEY')	-
12/03/2020, 16:50:48	12/02/2020, 15:11:00	BusinessJournal	Sanford call center Total Marketing Concepts files for Chapter 11 bankruptcy protection	https://www.bizjournals.com/orlando/news/2020/12/02/total-marketing-concepts.html?ana=brss_1028	Assets are listed as between $0-$50,000 and its liabilities are listed between $10 million-$50 million, according to court records	(Bankruptcy)	Not Computed	('Sanford', 'ORG')('Chapter 11', 'LAW')	-
12/03/2020, 16:50:48	12/02/2020, 14:39:46	BusinessJournal	South Florida's Largest Foreclosure Actions	https://www.bizjournals.com/southflorida/subscriber-only/2020/11/27/south-floridas-largest-foreclosure.html?ana=brss_1028	Information was obtained through records from the counties’ court offices. This list does not include foreclosure actions resolved by November 10, 2020. South Florida includes the following metro areas: Miami, Fort Lauderdale, and Palm Beach.	(Bankruptcy)	Not Computed	("South Florida's", 'ORG')	-
12/03/2020, 16:50:48	12/01/2020, 21:03:37	BusinessJournal	The week in NM bankruptcies: Kit Carson Home & Museum Inc.	https://www.bizjournals.com/albuquerque/news/2020/12/01/the-week-in-bankruptcies-kit-carson-home-museum-inc.html?ana=brss_1028	This week in Albuquerque business bankruptcies include Kit Carson Home & Museum Inc.. For the year, Albuquerque has recorded 23 business bankruptcy filings.	(Bankruptcy)	Not Computed	('The week', 'DATE')('NM', 'ORG')('Kit Carson Home & Museum Inc.', 'ORG')	-
12/03/2020, 16:50:48	12/01/2020, 20:58:39	BusinessJournal	M&A wrap: After speedy bankruptcy, Mood Media hooks up with new PE owner	https://www.bizjournals.com/austin/news/2020/12/01/ma-wrap-mood-media-vector-capital.html?ana=brss_1028	Check out some of the latest mergers and acquisitions to hit our radar from companies such as Zilker Technology, Nexion Health and Spiceworks. One involves Mood Media, a company that creates "signature scents" for hotels and other businesses. It went through a one-day bankruptcy earlier this year.	(Bankruptcy)	Not Computed	('Mood Media', 'ORG')('PE', 'ORG')	-
12/03/2020, 16:50:48	12/01/2020, 18:04:32	BusinessJournal	Popular Newtown Square restaurant Trattoria Giuseppe closes, files for bankruptcy	https://www.bizjournals.com/philadelphia/news/2020/12/01/trattoria-giuseppe-bankruptcy-closes-pandemic.html?ana=brss_1028	The eatery shut down over Thanksgiving weekend following a 15-year run.	(Bankruptcy)	Not Computed	('Newtown Square', 'FAC')('Trattoria Giuseppe', 'LOC')	-
12/03/2020, 16:50:48	12/01/2020, 16:27:01	BusinessJournal	Airbnb seeks up to $2.8 billion in IPO	https://www.bizjournals.com/sanfrancisco/news/2020/12/01/airbnb-seeks-up-to-2-6-billion-in-ipo.html?ana=brss_1028	The mega-unicorn, however, is also facing a steep drop in revenue amid Covid-19 and losses that have more than doubled in the first nine months this year.	(IPOs)	Not Computed	('Airbnb', 'GPE')('up to $2.8 billion', 'MONEY')	-
12/03/2020, 16:50:48	12/01/2020, 15:29:36	BusinessJournal	Sunnyvale radio network provider Ondas plans $30M IPO, move to Nasdaq	https://www.bizjournals.com/sanjose/news/2020/12/01/sunnyvale-radio-network-plans-ipo.html?ana=brss_1028	In summer 2019, the company announced plans to raise $47 million and list on the New York Stock Exchange. That didn't happen and it announced its new plan to move onto the Nasdaq last month.	(IPOs)	Not Computed	('Sunnyvale', 'GPE')('Ondas', 'ORG')('$30M', 'MONEY')	-
12/03/2020, 16:50:48	12/01/2020, 15:16:03	BusinessJournal	Bankruptcy court approves Maryland mall owner's reorganization plan	https://www.bizjournals.com/baltimore/news/2020/12/01/bankruptcy-court-approves-preit-reorganization.html?ana=brss_1028	The owner of three Maryland malls will receive millions in new financing.	(Bankruptcy)	Not Computed	('Maryland', 'GPE')	-
12/03/2020, 16:50:48	12/01/2020, 12:54:53	BusinessJournal	Bankruptcy court approves PREIT's reorganization plan	https://www.bizjournals.com/pittsburgh/news/2020/12/01/bankruptcy-court-approves-preits-reorganization.html?ana=brss_1028	The owner of Fashion District Philadelphia and Willow Grove Mall will receive $130 million in new financing.	(Bankruptcy)	Not Computed	('PREIT', 'ORG')	-
12/03/2020, 16:50:48	11/30/2020, 23:06:05	BusinessJournal	Bankruptcy court approves mall owner's reorganization plan	https://www.bizjournals.com/washington/news/2020/11/30/bankruptcy-court-approves-preit-reorganization.html?ana=brss_1028	The owner of a pair of D.C.-area malls will receive millions in new financing.	(Bankruptcy)	Not Computed		-
12/03/2020, 16:50:48	11/30/2020, 23:03:54	BusinessJournal	Software startup Crosscode bankruptcy plan approved as former CEO arrested for PPP fraud	https://www.bizjournals.com/sanfrancisco/news/2020/11/30/crosscode-bankruptcy-aditya-sharma-fraud.html?ana=brss_1028	Crosscode looks like it will emerge from bankruptcy intact after its plan to repay creditors was approved by the court. Meanwhile its ex-CEO has a new set of legal trouble after he was indicted for defrauding Paycheck Protection Program.	(Bankruptcy)	Not Computed		-
12/03/2020, 16:51:04	12/03/2020, 12:01:00	Benzinga	6 IPOs To Watch In December: Airbnb, DoorDash And More 	https://www.benzinga.com/news/20/12/18616402/6-ipos-to-watch-in-december-airbnb-doordash-and-more	The 2020 IPO market could end witha big bang, with several high-profile names scheduled to offer shares during December. Other companies have not confirmed dates, but could try to complete IPOs before the end of the year. Affirm: Fintech company Affirm(NASDAQ: AFRM) filed for an IPO...	(IPOs)	Not Computed	('6', 'CARDINAL')('December', 'DATE')	-
12/03/2020, 16:51:07	12/03/2020, 11:28:07	PEHub	Highland Transcend debuts IPO	https://www.pehub.com/highland-transcend-debuts-ipo/	Highland Transcend Partners I Corp, a tech-focused blank check company, has raised $275 million for its IPO after pricing its 27.5 million shares at $10 per share.	(IPOs)	Not Computed	('Highland Transcend', 'PERSON')	-
12/03/2020, 16:51:11	12/03/2020, 09:33:44	PEHub	EQT-backed Certara sets IPO pricing terms	https://www.pehub.com/eqt-backed-certara-sets-ipo-pricing-terms/	Certara Inc, a provider of biosimulation software, has priced its IPO of 24.39 million shares at a price range between $19 and $22 per share.	(IPOs)	Not Computed	('Certara', 'GPE')	-
12/03/2020, 16:51:59	09/25/2020, 00:00:00	PEProfessional	Paul Hastings Sees Active IPO Market	https://peprofessional.com/2020/09/paul-hastings-sees-active-ipo-market/	While the U.S. IPO market ground to a halt this spring due to the outbreak of the COVID-19 pandemic, beginning in May the market came roaring back, allowing companies with IPO plans in the pipeline before the start of the pandemic to access the market. The summer resurgence has set the stage for an active […]	(IPOs)	Not Computed	('Paul Hastings', 'PERSON')	-
12/03/2020, 16:52:12	11/30/2020, 00:00:00	Crunchbase News-Business	DoorDash Sets IPO Price Range, Could See Valuation Of $30B	https://news.crunchbase.com/news/doordash-prices-ipo-could-see-valuation-of-30b/	DoorDash's post-IPO valuation will nearly double from June.	(IPOs)	Not Computed	('30B', 'MONEY')	-
12/03/2020, 16:52:12	11/20/2020, 00:00:00	Crunchbase News-Business	Wish Files For IPO Citing Losses, Revenue Growth Due To COVID-19	https://news.crunchbase.com/news/wish-files-for-ipo-citing-losses-revenue-growth-due-to-covid-19/	Wish revealed in its IPO filing that it is quite cash wealthy, with about $1.1 billion in cash, cash equivalents and marketable securities.	(IPOs)	Not Computed	('Files For IPO Citing', 'PERSON')	-
12/03/2020, 16:52:13	12/03/2020, 00:00:00	Crunchbase News-Venture	SPAC vs Traditional IPO: Investors See Benefits of Blank-check Companies	https://news.crunchbase.com/news/spac-vs-traditional-ipo-investors-see-benefits-of-blank-check-companies/	While 2020 will be remembered for a lot of things, in the investment world it may be known as the year of the special purpose acquisition company...	(IPOs)	Not Computed		-
12/03/2020, 16:52:14	11/02/2020, 00:00:00	Crunchbase News-Liquidity	Unicorns Get More Magical: 2020 Cohort Shows Huge Increase In Valuation On IPO Day	https://news.crunchbase.com/news/unicorns-get-more-magical-2020/	The initial public offering markets have opened up for high-growth tech companies, but most of those filing have been revenue-losing tech companies...	(IPOs)	Not Computed	('2020', 'DATE')	-
12/03/2020, 16:52:14	10/26/2020, 00:00:00	Crunchbase News-Liquidity	This Startup Says Investors Are Most Eager to See These Companies IPO	https://news.crunchbase.com/news/this-startup-says-investors-are-most-eager-to-see-these-companies-ipo/	Stock option-focused platform EquityBee has polled its 5,000-member investor community to put together a pre-IPO “wish list” of companies it wants to...	(IPOs)	Not Computed		-
12/03/2020, 16:52:14	11/13/2020, 00:00:00	Crunchbase News-Public	DoorDash’s IPO Filing Reveals Revenue, Losses, Market Share	https://news.crunchbase.com/news/doordashs-ipo-filing-reveals-revenue-losses-market-share/	The filing reveals a 226 percent increase in revenue over the past nine months, largely driven by the global pandemic.	(IPOs)	Not Computed		-
12/03/2020, 16:52:14	11/06/2020, 00:00:00	Crunchbase News-Public	Lending Platform Upstart’s IPO Filing Reveals Earnings, Ownership	https://news.crunchbase.com/news/inside-upstarts-s-1-earnings-ownership/	Upstart intends to raise $100 million.	(Possible_M&A /IPOs)	Not Computed		-
12/03/2020, 16:52:14	11/05/2020, 00:00:00	Crunchbase News-Public	Airbnb Lines Up Public IPO Filing For 2020 Debut	https://news.crunchbase.com/news/airbnb-ipo-filing/	Airbnb reportedly plans to set an IPO price range and launch an investor roadshow in December, subject to market conditions.	(IPOs)	Not Computed	('Airbnb', 'GPE')('2020', 'DATE')	-
