11/11/2020, 17:16:20	11/11/2020, 00:57:00	Businesswire Funding	Safehold Announces Upsizing and Pricing of Public Offering and Concurrent Private Placement	http://www.businesswire.com/news/home/20201110006288/en/Safehold-Announces-Upsizing-and-Pricing-of-Public-Offering-and-Concurrent-Private-Placement/	NEW YORK--(BUSINESS WIRE)--Safehold Inc. (NYSE: SAFE) (the "Company") announced today that it has priced an underwritten public offering of 800,000 shares of its common stock at a public offering price of $61.00 per share for total gross proceeds of approximately $48.8 million. The public offering was upsized from the previously announced 600,000 shares of common stock. In connection with the offering, the Company has granted the underwriters in the offering a 30-day option to purchase up to an	(IPOs)	Not Computed		-
11/11/2020, 17:16:20	11/10/2020, 23:31:00	Businesswire IPO	Northern Star Acquisition Corp. Announces Pricing of $250,000,000 Initial Public Offering	http://www.businesswire.com/news/home/20201110006268/en/Northern-Star-Acquisition-Corp.-Announces-Pricing-of-250000000-Initial-Public-Offering/	NEW YORK--(BUSINESS WIRE)--Northern Star Acquisition Corp. (the “Company”) announced today that it priced its initial public offering of 25,000,000 units at $10.00 per unit. The units will be listed on the New York Stock Exchange (“NYSE”) and will begin trading tomorrow, Wednesday, November 11, 2020, under the ticker symbol “STIC.U”. Each unit consists of one share of the Company’s Class A common stock and one-third of one redeemable warrant, each whole warrant entitling the holder thereof to p	(M&A /IPOs)	Not Computed	('Northern Star Acquisition Corp.', 'ORG')('250,000,000', 'MONEY')	-
11/11/2020, 17:16:20	11/10/2020, 14:00:00	Businesswire IPO	Agiliti Announces Draft Registration Statement for Proposed Initial Public Offering	http://www.businesswire.com/news/home/20201110005198/en/Agiliti-Announces-Draft-Registration-Statement-for-Proposed-Initial-Public-Offering/	MINNEAPOLIS--(BUSINESS WIRE)--AGILITI ANNOUNCES DRAFT REGISTRATION STATEMENT FOR PROPOSED INITIAL PUBLIC OFFERING	(IPOs)	Not Computed	('Agiliti Announces Draft Registration Statement for Proposed Initial Public Offering', 'ORG')	-
11/11/2020, 17:16:33	11/11/2020, 21:04:00	PRNewswire -Health	SenesTech Restructures Board for Commercial Growth	https://www.prnewswire.com:443/news-releases/senestech-restructures-board-for-commercial-growth-301171251.html	PHOENIX, Nov. 11, 2020 /PRNewswire/ -- SenesTech, Inc. (NASDAQ: SNES), a developer of proprietary technologies for managing animal pest populations through fertility control, today announced that it has elected three new directors to its Board of Directors, in a move to position the Board...	(Bankruptcy)	Not Computed	('SenesTech Restructures Board for Commercial Growth', 'ORG')	-
11/11/2020, 17:16:38	11/11/2020, 20:11:10	BusinessJournal	Judge confirms Oasis Petroleum bankruptcy plan	https://www.bizjournals.com/houston/news/2020/11/11/judge-confirms-oasis-petroleum-bankruptcy-plan.html?ana=brss_1028	The court approval means the company could still meet its original timeline for the restructuring.	(Bankruptcy)	Not Computed	('Oasis', 'GPE')	-
11/11/2020, 17:16:38	11/11/2020, 19:59:44	BusinessJournal	Lender seizes Boca Raton office building in $19M foreclosure judgment	https://www.bizjournals.com/southflorida/news/2020/11/11/lender-seizes-office-building-in-19m-foreclosure.html?ana=brss_1028	A large company vacated the building in early 2020.	(Bankruptcy)	Not Computed	('Boca Raton', 'GPE')('19', 'MONEY')	-
11/11/2020, 17:16:38	11/11/2020, 19:56:17	BusinessJournal	Puppet names board members as it eyes 2021 IPO	https://www.bizjournals.com/portland/news/2020/11/11/puppet-eyes-2021-ipo-names-2-board-members.html?ana=brss_1028	Puppet has been seen by the Portland startup community as an IPO contender for years. That may be a reality soon.	(IPOs)	Not Computed	('2021', 'CARDINAL')	-
11/11/2020, 17:16:38	11/11/2020, 18:21:24	BusinessJournal	YouFit received a substantial PPP loan, now it's in bankruptcy court	https://www.bizjournals.com/southflorida/news/2020/11/11/youfit-files-for-bankruptcy-after-receiving.html?ana=brss_1028	The gym chain received a multimillion-dollar Paycheck Protection Program loan months ago.	(Bankruptcy)	Not Computed		-
11/11/2020, 17:16:38	11/11/2020, 18:02:55	BusinessJournal	Agiliti readies IPO that's two decades in the making	https://www.bizjournals.com/twincities/news/2020/11/11/agiliti-readies-ipo-two-decaces-in-making.html?ana=brss_1028	It's the latest attempt to go public for Agiliti, which offers rental and maintenance services for health care equipment and was known until recently as Universal Hospital Services.	(IPOs)	Not Computed	('Agiliti', 'GPE')('two decades', 'DATE')	-
11/11/2020, 17:16:38	11/11/2020, 17:01:31	BusinessJournal	Maryland mall's auction sale stalled by Texas bankruptcy filing	https://www.bizjournals.com/washington/news/2020/11/11/marley-station-foreclosure-auction-stalled-texas.html?ana=brss_1028	The mall has suffered as its retail anchors were hit hard by the pandemic.	(Possible_M&A /Bankruptcy)	Not Computed	('Maryland', 'GPE')('Texas', 'GPE')	-
